region,week,holiday_flag,holiday_name,weather_condition,temperature,economic_index
South,2011-04-11,0,None,Cold,10,0.9623281125108273
South,2011-07-11,0,None,Rainy,19,0.6430582691796214
South,2011-09-12,0,None,Sunny,36,1.4924201064254592
South,2011-12-12,0,None,Storm,0,1.1335413514160428
South,2012-01-30,0,None,Cold,13,0.969583138798153
South,2012-02-27,0,None,Rainy,22,1.4438472244462979
South,2012-03-26,0,None,Cold,8,1.2074935177804922
South,2012-04-30,1,Christmas,Hot,7,0.7430184678802473
South,2012-05-28,0,None,Rainy,7,1.16573937273787
South,2012-06-25,0,None,Storm,30,0.561330245173308
South,2012-07-30,0,None,Rainy,23,0.6684378738830907
South,2012-08-27,1,None,Storm,20,0.7203384384368997
South,2012-10-01,1,None,Hot,16,1.4156093351108776
South,2012-10-29,0,None,Storm,33,1.3805867363210025
South,2012-11-26,0,None,Rainy,29,0.8788878944974918
South,2012-01-02,0,None,Hot,18,0.6113671448010006
South,2012-04-02,0,None,Cold,30,1.0315917279417004
South,2012-07-02,0,None,Cold,29,1.3615659729566967
South,2012-09-03,0,None,Sunny,9,0.8335922223794521
South,2012-12-03,0,None,Sunny,10,1.009766519009001
South,2012-06-04,1,Labor Day,Sunny,28,0.6121384865067091
South,2012-03-05,0,None,Sunny,22,1.38590498859739
South,2012-11-05,1,None,Storm,10,0.5406260647271269
South,2012-02-06,0,None,Hot,35,0.7776194151674002
South,2012-08-06,0,None,Rainy,20,1.1367012791365365
South,2012-05-07,0,None,Storm,0,0.6242542705272517
South,2012-10-08,0,None,Cold,9,1.498684068656697
South,2012-01-09,1,None,Sunny,33,0.5111447339055987
South,2012-04-09,0,None,Rainy,6,1.184135233357184
South,2012-07-09,1,Christmas,Cold,21,0.6672607790043196
South,2012-09-10,0,None,Storm,38,1.035356359383282
South,2012-12-10,0,None,Cold,25,0.6190307513337662
South,2012-06-11,0,None,Cold,10,1.273277748093805
South,2012-03-12,0,None,Sunny,7,1.3188685875219446
South,2012-11-12,0,None,Storm,16,0.7793627978783013
South,2012-12-31,0,None,Sunny,29,1.0689154274777417
South,2013-01-28,0,None,Sunny,20,1.2344686229086657
South,2013-02-25,0,None,Cold,1,0.5234941179409184
South,2013-04-01,0,None,Cold,12,0.6122004178301241
South,2013-04-29,1,Labor Day,Storm,37,1.0537835194457674
South,2013-05-27,0,None,Cold,13,0.6727825227452252
South,2013-07-01,0,None,Hot,26,1.2087850839618492
South,2013-07-29,0,None,Rainy,21,1.1342993491576652
South,2013-08-26,0,None,Cold,9,1.1313900723147392
South,2013-09-30,0,None,Cold,2,0.8004174357751769
South,2013-10-28,0,None,Sunny,5,0.9534933406913183
South,2013-11-25,0,None,Cold,24,1.452485603932133
South,2013-09-02,0,None,Sunny,30,0.6870105753417299
South,2013-12-02,0,None,Rainy,34,0.9811192011918185
South,2013-06-03,0,None,Sunny,7,0.5047965514462419
South,2013-02-04,0,None,Cold,4,1.25163461898061
South,2013-03-04,0,None,Sunny,17,1.103573659521249
South,2013-11-04,1,Independence Day,Cold,13,1.3369606112843013
South,2013-08-05,0,None,Hot,24,0.6344930928622572
South,2013-05-06,0,None,Hot,16,1.4933678059718027
South,2013-01-07,0,None,Rainy,14,0.5632976293472223
South,2013-10-07,0,None,Rainy,35,0.9264495695124759
South,2013-04-08,0,None,Cold,2,1.2032877958761161
South,2013-07-08,0,None,Rainy,31,0.9521141940514859
South,2013-09-09,0,None,Rainy,11,0.8206201199544726
South,2013-12-09,0,None,Rainy,39,0.822758014163809
South,2013-06-10,0,None,Sunny,4,1.2196809310044818
South,2013-02-11,0,None,Rainy,39,0.6224484885335465
South,2013-11-11,0,None,Rainy,22,1.4192987852486663
South,2013-03-11,0,None,Cold,3,1.3623038126677445
South,2013-08-12,0,None,Sunny,37,1.2955519915587788
South,2013-12-30,1,None,Sunny,16,1.1269545850337543
South,2014-01-27,0,None,Hot,15,1.0137880512061042
South,2014-02-24,1,Labor Day,Cold,7,0.8447587775392476
South,2014-03-31,0,None,Storm,12,0.8531142074494333
South,2014-04-28,0,None,Cold,5,0.9922532530926544
South,2014-05-26,0,None,Storm,8,0.5771685334505569
South,2014-06-30,0,None,Hot,39,1.223682184174958
South,2014-07-28,0,None,Rainy,30,1.258438510167593
South,2014-09-01,0,None,Storm,23,0.9887685237513987
South,2014-09-29,1,Christmas,Storm,29,0.525510936381929
South,2014-10-27,0,None,Hot,9,1.1894311555499808
South,2014-12-01,0,None,Cold,17,1.315769838977645
South,2014-06-02,0,None,Sunny,22,1.078508862002134
South,2014-02-03,0,None,Rainy,15,0.5488983250623468
South,2014-03-03,1,None,Storm,10,0.6534274565264422
South,2014-11-03,1,Labor Day,Cold,11,0.5075663162779458
South,2014-08-04,0,None,Storm,23,1.1339336399788835
South,2014-05-05,0,None,Cold,2,1.3185849871659152
South,2014-01-06,0,None,Sunny,39,0.5066807519532311
South,2014-10-06,0,None,Storm,36,1.2752237120124283
South,2014-04-07,0,None,Hot,30,1.340786178870636
South,2014-07-07,0,None,Rainy,4,1.4513113885163442
South,2014-09-08,0,None,Storm,1,1.3286400973084502
South,2014-12-08,0,None,Hot,14,1.32482930355411
South,2014-06-09,1,None,Sunny,13,0.8774890110082827
South,2014-02-10,0,None,Hot,30,0.677625166501843
South,2014-03-10,0,None,Hot,17,1.3684914239624013
South,2014-11-10,0,None,Storm,35,1.1552571075453733
South,2014-08-11,0,None,Sunny,34,1.1141837851846013
South,2014-05-12,0,None,Rainy,25,1.2245725609504317
Caribbean,2010-12-27,0,None,Storm,19,1.3884488081427233
Caribbean,2011-01-31,0,None,Rainy,33,1.423604360551792
Caribbean,2011-02-28,1,Labor Day,Hot,33,0.8122794368163692
Caribbean,2011-03-28,0,None,Storm,23,1.0173305575552463
Caribbean,2011-04-25,1,Labor Day,Cold,24,0.7691494862010141
Caribbean,2011-05-30,0,None,Storm,3,1.1721789651155476
Caribbean,2011-06-27,0,None,Hot,28,0.7194551502157787
Caribbean,2011-08-01,0,None,Sunny,36,0.8907830329330811
Caribbean,2011-08-29,0,None,Rainy,32,0.8053649098430175
Caribbean,2011-09-26,0,None,Cold,17,0.5161811005602058
Caribbean,2011-10-31,1,None,Hot,10,0.7040212107971571
Caribbean,2011-11-28,0,None,Rainy,0,0.9173475621860775
Caribbean,1900-01-01,1,None,Storm,12,0.8770619453090126
Caribbean,2011-05-02,1,None,Storm,30,1.112891701569001
Caribbean,2011-01-03,1,Christmas,Hot,6,1.2495729129099225
Caribbean,2011-10-03,0,None,Hot,10,1.4708453563185828
Caribbean,2011-04-04,0,None,Rainy,25,0.856115358380883
Caribbean,2011-07-04,1,Christmas,Storm,22,0.8312007214577669
Caribbean,2011-09-05,0,None,Hot,10,1.096099367803371
Caribbean,2011-12-05,0,None,Cold,28,1.16424331372361
Caribbean,2011-06-06,0,None,Sunny,37,1.2078809545224836
Caribbean,2011-02-07,0,None,Storm,26,0.870972382044116
Caribbean,2011-11-07,0,None,Sunny,6,0.7505856503952881
Caribbean,2011-03-07,0,None,Hot,31,0.9392714660791036
Caribbean,2011-08-08,0,None,Storm,32,0.5250020741822126
Caribbean,2011-05-09,0,None,Cold,28,0.8057858824492431
Caribbean,2011-01-10,0,None,Storm,26,1.1557515230400395
Caribbean,2011-10-10,0,None,Cold,0,1.0744641923738696
Caribbean,2011-04-11,1,None,Cold,17,1.2609101044526327
Caribbean,2011-07-11,0,None,Storm,7,0.8825289317529825
Caribbean,2011-09-12,0,None,Cold,29,0.820349752221401
Caribbean,2011-12-12,0,None,Cold,11,1.0725501836722937
Caribbean,2012-01-30,0,None,Storm,24,1.3058775853343398
Caribbean,2012-02-27,0,None,Cold,34,0.8844824091852974
Caribbean,2012-03-26,1,None,Storm,13,0.5448128208688554
Caribbean,2012-04-30,0,None,Storm,24,1.1739763479409737
Caribbean,2012-05-28,1,None,Hot,2,1.3244153456778758
Caribbean,2012-06-25,0,None,Sunny,6,1.0058241935961159
Caribbean,2012-07-30,0,None,Cold,34,1.478822191166433
Caribbean,2012-08-27,0,None,Sunny,25,0.6733330638535606
Caribbean,2012-10-01,0,None,Sunny,24,0.5288190171908862
Caribbean,2012-10-29,0,None,Storm,2,1.203840926064228
Caribbean,2012-11-26,0,None,Hot,32,0.5113556789642517
Caribbean,2012-01-02,0,None,Storm,1,0.9309892929157735
Caribbean,2012-04-02,1,Independence Day,Storm,5,0.9289334263539787
Caribbean,2012-07-02,0,None,Storm,0,0.5217422550266089
Caribbean,2012-09-03,0,None,Storm,29,0.9774793556666522
Caribbean,2012-12-03,0,None,Sunny,28,1.3939357319807666
Caribbean,2012-06-04,0,None,Cold,35,0.8358811641487912
Caribbean,2012-03-05,0,None,Cold,12,0.9783463840723597
Caribbean,2012-11-05,0,None,Storm,8,0.9802806474221604
Caribbean,2012-02-06,1,Christmas,Sunny,2,1.0281335907796512
Caribbean,2012-08-06,1,Christmas,Rainy,20,0.6626548028531116
Caribbean,2012-05-07,0,None,Storm,23,0.7972226794785764
Caribbean,2012-10-08,0,None,Sunny,12,0.5713228522971273
Caribbean,2012-01-09,0,None,Rainy,39,0.9167085774982885
Caribbean,2012-04-09,1,Independence Day,Storm,2,1.0381917913932535
Caribbean,2012-07-09,1,Christmas,Hot,33,1.0282922364762175
Caribbean,2012-09-10,0,None,Rainy,7,0.8402455687281937
Caribbean,2012-12-10,0,None,Hot,39,1.2302211374988912
Caribbean,2012-06-11,0,None,Rainy,25,0.6180238563585697
Caribbean,2012-03-12,0,None,Storm,29,1.0034622903221528
Caribbean,2012-11-12,0,None,Sunny,32,1.4476112469534472
Caribbean,2012-12-31,1,None,Cold,11,0.9996964974825813
Caribbean,2013-01-28,0,None,Cold,28,0.8552713440016325
Caribbean,2013-02-25,1,Christmas,Storm,20,1.3031802661959127
Caribbean,2013-04-01,1,None,Sunny,19,0.989584609101818
Caribbean,2013-04-29,0,None,Storm,11,0.7631883459981547
Caribbean,2013-05-27,0,None,Cold,3,1.1327046214268304
Caribbean,2013-07-01,0,None,Sunny,31,0.8032108650329686
Caribbean,2013-07-29,0,None,Storm,30,1.3478961461895682
Caribbean,2013-08-26,1,Labor Day,Hot,18,1.0629193625889093
Caribbean,2013-09-30,0,None,Hot,7,0.7951536118420824
Caribbean,2013-10-28,0,None,Rainy,17,0.97323791040722
Caribbean,2013-11-25,0,None,Storm,37,1.2242217851538364
Caribbean,2013-09-02,0,None,Sunny,39,0.5863377002398037
Caribbean,2013-12-02,0,None,Cold,5,0.8836633544500311
Caribbean,2013-06-03,0,None,Sunny,35,1.4575865089924767
Caribbean,2013-02-04,1,Labor Day,Hot,5,1.1986382634256043
Caribbean,2013-03-04,0,None,Cold,0,1.342404737079645
Caribbean,2013-11-04,0,None,Cold,2,0.5798440054864399
Caribbean,2013-08-05,0,None,Storm,25,0.7675644911859016
Caribbean,2013-05-06,0,None,Hot,19,1.0411040934009947
Caribbean,2013-01-07,0,None,Storm,23,1.1258752866673534
Caribbean,2013-10-07,0,None,Sunny,1,1.2685995525156066
Caribbean,2013-04-08,0,None,Cold,33,0.57910008738272
Caribbean,2013-07-08,1,Christmas,Sunny,23,0.5002155044031824
Caribbean,2013-09-09,0,None,Rainy,28,0.7066774273315692
Caribbean,2013-12-09,0,None,Rainy,7,0.9346261991503361
Caribbean,2013-06-10,0,None,Sunny,26,0.9677921976434057
Caribbean,2013-02-11,0,None,Storm,28,0.5264813259992981
Caribbean,2013-11-11,1,Labor Day,Storm,16,0.8509658313776962
Caribbean,2013-03-11,0,None,Hot,19,1.0965808711516933
Caribbean,2013-08-12,0,None,Rainy,7,1.3504856980921844
Caribbean,2013-12-30,0,None,Storm,11,0.6534260431198484
Caribbean,2014-01-27,0,None,Hot,24,0.9297303740544508
Caribbean,2014-02-24,0,None,Hot,0,0.5059806754243732
Caribbean,2014-03-31,0,None,Hot,23,1.3725925972756756
Caribbean,2014-04-28,1,Labor Day,Sunny,2,0.7175464172396219
Caribbean,2014-05-26,0,None,Rainy,15,1.194492905176109
Caribbean,2014-06-30,0,None,Sunny,11,0.891354629455997
Caribbean,2014-07-28,0,None,Hot,11,0.797998779310026
Caribbean,2014-09-01,0,None,Cold,35,0.5337909936112473
Caribbean,2014-09-29,0,None,Rainy,37,0.7175222446921876
Caribbean,2014-10-27,0,None,Rainy,18,1.0930709594068038
Caribbean,2014-12-01,0,None,Cold,26,1.3202661704853083
Caribbean,2014-06-02,0,None,Cold,28,0.9633635225585031
Caribbean,2014-02-03,0,None,Storm,30,0.9152842957522065
Caribbean,2014-03-03,0,None,Sunny,33,0.7328284518888469
Caribbean,2014-11-03,0,None,Storm,2,1.424286992450441
Caribbean,2014-08-04,0,None,Cold,1,1.01611450837893
Caribbean,2014-05-05,0,None,Cold,18,0.6969116938051295
Caribbean,2014-01-06,1,Independence Day,Cold,0,0.8433139490712624
Caribbean,2014-10-06,0,None,Storm,31,0.7255080004697637
Caribbean,2014-04-07,0,None,Cold,12,1.0002706581326968
Caribbean,2014-07-07,1,Labor Day,Sunny,6,0.8505914497181866
Caribbean,2014-09-08,0,None,Rainy,19,1.4788892531900002
Caribbean,2014-12-08,0,None,Sunny,21,0.9310907600737579
Caribbean,2014-06-09,0,None,Rainy,20,0.6027796061617648
Caribbean,2014-02-10,1,Labor Day,Rainy,27,0.6462050719196932
Caribbean,2014-03-10,1,None,Storm,19,1.0304633521271267
Caribbean,2014-11-10,0,None,Rainy,26,1.4219022793980827
Caribbean,2014-08-11,0,None,Hot,15,1.3937531752207066
Caribbean,2014-05-12,0,None,Rainy,18,1.0408362724507807
North Asia,2010-12-27,1,Labor Day,Rainy,3,0.680460046755289
North Asia,2011-01-31,1,Christmas,Storm,26,0.6519132686771905
North Asia,2011-02-28,0,None,Hot,32,0.8726460472967614
North Asia,2011-03-28,0,None,Sunny,18,0.5857213654828937
North Asia,2011-04-25,0,None,Rainy,2,1.109062937585417
North Asia,2011-05-30,1,None,Sunny,6,1.0669537293884224
North Asia,2011-06-27,0,None,Sunny,37,0.9493392432266248
North Asia,2011-08-01,0,None,Cold,32,1.0731557605397681
North Asia,2011-08-29,0,None,Sunny,15,0.8251431067206482
North Asia,2011-09-26,0,None,Hot,20,0.6309166560531008
North Asia,2011-10-31,0,None,Hot,1,1.2567000673653035
North Asia,2011-11-28,1,Christmas,Cold,24,1.2648394137469343
North Asia,1900-01-01,0,None,Hot,17,1.485533267085709
North Asia,2011-05-02,1,Independence Day,Sunny,7,0.5895960050440301
North Asia,2011-01-03,0,None,Hot,33,0.9069489036511199
North Asia,2011-10-03,1,Christmas,Rainy,3,0.5572266606889762
North Asia,2011-04-04,0,None,Hot,14,0.9632549800752177
North Asia,2011-07-04,0,None,Sunny,16,0.6341938915088622
North Asia,2011-09-05,0,None,Storm,13,0.768393752678931
North Asia,2011-12-05,0,None,Storm,32,1.2055736697088206
North Asia,2011-06-06,0,None,Storm,29,0.9246069134156814
North Asia,2011-02-07,0,None,Hot,19,0.7179851221649208
North Asia,2011-11-07,0,None,Sunny,24,1.2861001754611365
North Asia,2011-03-07,0,None,Cold,22,0.9738730376053232
North Asia,2011-08-08,1,None,Storm,32,0.5405366457843319
North Asia,2011-05-09,0,None,Storm,38,0.5054906027739106
North Asia,2011-01-10,0,None,Rainy,15,1.1216735781716827
North Asia,2011-10-10,0,None,Rainy,0,0.6488539320215546
North Asia,2011-04-11,0,None,Cold,15,0.5008463695022314
North Asia,2011-07-11,0,None,Hot,19,0.6289815698487924
North Asia,2011-09-12,1,None,Cold,33,0.6115698003770276
North Asia,2011-12-12,0,None,Rainy,34,1.1018074409813745
North Asia,2012-01-30,1,Labor Day,Rainy,19,0.6488042151214036
North Asia,2012-02-27,0,None,Rainy,39,1.3940123453104598
North Asia,2012-03-26,0,None,Rainy,6,1.1260594438918488
North Asia,2012-04-30,0,None,Cold,26,1.4053404337548328
North Asia,2012-05-28,0,None,Hot,36,0.5333407807123806
North Asia,2012-06-25,0,None,Sunny,37,1.3264189448870407
North Asia,2012-07-30,0,None,Hot,39,0.9282889047349996
North Asia,2012-08-27,0,None,Rainy,6,1.4970546316364874
North Asia,2012-10-01,1,Christmas,Rainy,16,1.3342384157521843
North Asia,2012-10-29,0,None,Storm,20,1.1071934587693528
North Asia,2012-11-26,1,Labor Day,Cold,1,0.5416428421019133
North Asia,2012-01-02,0,None,Storm,21,1.3090813772179546
North Asia,2012-04-02,0,None,Rainy,29,0.5868503053333767
North Asia,2012-07-02,0,None,Sunny,29,0.9670824115241763
North Asia,2012-09-03,1,Independence Day,Cold,23,1.2257232120954713
North Asia,2012-12-03,0,None,Sunny,12,1.1709451003809668
North Asia,2012-06-04,0,None,Rainy,24,1.3539030560805014
North Asia,2012-03-05,1,Independence Day,Rainy,35,0.5642353397016537
North Asia,2012-11-05,0,None,Sunny,8,0.6245139530451222
North Asia,2012-02-06,0,None,Storm,8,0.6564694655673295
North Asia,2012-08-06,0,None,Rainy,39,1.1532278365137043
North Asia,2012-05-07,1,Christmas,Rainy,20,1.0143713554137777
North Asia,2012-10-08,1,Independence Day,Sunny,32,1.3046674353334726
North Asia,2012-01-09,0,None,Sunny,19,1.1075320296393567
North Asia,2012-04-09,0,None,Rainy,1,0.6030294497726025
North Asia,2012-07-09,0,None,Cold,19,0.8050131176830196
North Asia,2012-09-10,0,None,Rainy,6,1.302205072325091
North Asia,2012-12-10,0,None,Rainy,29,1.0597291898562506
North Asia,2012-06-11,1,Christmas,Sunny,33,1.3607779884996647
North Asia,2012-03-12,0,None,Rainy,26,0.6242898399394542
North Asia,2012-11-12,0,None,Rainy,33,0.5952731412508305
North Asia,2012-12-31,0,None,Sunny,20,0.857965028054623
North Asia,2013-01-28,0,None,Hot,14,1.175554687591436
North Asia,2013-02-25,0,None,Cold,35,0.8546285246933458
North Asia,2013-04-01,0,None,Cold,12,1.4130450785472435
North Asia,2013-04-29,1,None,Hot,12,1.1828038820738063
North Asia,2013-05-27,1,None,Sunny,9,0.8852187528556815
North Asia,2013-07-01,0,None,Hot,1,0.8816456716927146
North Asia,2013-07-29,0,None,Sunny,20,1.2721788407190031
North Asia,2013-08-26,0,None,Sunny,11,0.9316491568594156
North Asia,2013-09-30,0,None,Cold,3,1.4104921324691575
North Asia,2013-10-28,0,None,Hot,17,0.6025842497714233
North Asia,2013-11-25,1,Independence Day,Sunny,5,1.1505779834107699
North Asia,2013-09-02,1,Christmas,Storm,14,0.6177292948373082
North Asia,2013-12-02,0,None,Rainy,1,1.1742892637526188
North Asia,2013-06-03,1,None,Storm,28,0.7611014066731809
North Asia,2013-02-04,0,None,Storm,22,1.0853817871811255
North Asia,2013-03-04,0,None,Storm,18,0.9300499804615172
North Asia,2013-11-04,0,None,Cold,17,1.2017558948720384
North Asia,2013-08-05,0,None,Rainy,13,0.537345934263415
North Asia,2013-05-06,1,Christmas,Cold,12,1.3518237372566464
North Asia,2013-01-07,0,None,Cold,22,1.141386002009345
North Asia,2013-10-07,1,Independence Day,Cold,4,0.5680523226525364
North Asia,2013-04-08,0,None,Hot,18,0.8328460814682404
North Asia,2013-07-08,0,None,Rainy,2,1.2494719208573817
North Asia,2013-09-09,0,None,Cold,25,1.393026155831748
North Asia,2013-12-09,0,None,Sunny,2,1.1817013831437377
North Asia,2013-06-10,0,None,Storm,16,0.5225504951090497
North Asia,2013-02-11,0,None,Rainy,28,1.1635862319545671
North Asia,2013-11-11,0,None,Storm,18,0.542048706075671
North Asia,2013-03-11,0,None,Rainy,3,1.2539413405296158
North Asia,2013-08-12,1,Christmas,Rainy,5,0.616982714792147
North Asia,2013-12-30,1,Labor Day,Cold,7,0.7882079967273792
North Asia,2014-01-27,0,None,Hot,0,0.7528384228340489
North Asia,2014-02-24,0,None,Sunny,8,0.5913621284729127
North Asia,2014-03-31,0,None,Cold,1,1.4320118127005483
North Asia,2014-04-28,0,None,Storm,16,0.6089273626821222
North Asia,2014-05-26,0,None,Hot,3,0.7020374115828791
North Asia,2014-06-30,0,None,Hot,27,0.9538007651549618
North Asia,2014-07-28,0,None,Hot,23,1.4241103674134046
North Asia,2014-09-01,1,Christmas,Sunny,24,0.8658856247309373
North Asia,2014-09-29,0,None,Sunny,11,1.4741113171658786
North Asia,2014-10-27,1,Independence Day,Storm,16,0.9094604709259345
North Asia,2014-12-01,0,None,Hot,23,1.1603929119529908
North Asia,2014-06-02,0,None,Hot,26,1.3649846402776402
North Asia,2014-02-03,0,None,Cold,13,0.7805979475587416
North Asia,2014-03-03,0,None,Cold,5,0.9324283103114684
North Asia,2014-11-03,0,None,Cold,2,0.9598134002786222
North Asia,2014-08-04,0,None,Cold,9,0.832103759064694
North Asia,2014-05-05,0,None,Cold,14,1.0198732685468404
North Asia,2014-01-06,0,None,Storm,30,0.8444981271029945
North Asia,2014-10-06,0,None,Cold,23,0.564798436292399
North Asia,2014-04-07,0,None,Sunny,13,1.0973571155337885
North Asia,2014-07-07,0,None,Storm,10,0.6714378749476543
North Asia,2014-09-08,0,None,Cold,11,0.6019431376888577
North Asia,2014-12-08,0,None,Rainy,4,1.3848128613010173
North Asia,2014-06-09,0,None,Hot,6,0.9849750976804085
North Asia,2014-02-10,0,None,Hot,20,0.7055291033958823
North Asia,2014-03-10,0,None,Hot,18,1.1042946842841048
North Asia,2014-11-10,0,None,Cold,17,1.2000142922542323
North Asia,2014-08-11,1,Independence Day,Cold,19,0.6260082732466377
North Asia,2014-05-12,0,None,Cold,4,0.8186217710838016
East,2010-12-27,0,None,Storm,24,0.5622193459274335
East,2011-01-31,0,None,Cold,37,1.4429876789798888
East,2011-02-28,0,None,Sunny,27,0.8029275491714271
East,2011-03-28,0,None,Rainy,29,1.2827954136683397
East,2011-04-25,0,None,Storm,39,0.8829382892193675
East,2011-05-30,0,None,Cold,31,0.5499442513770813
East,2011-06-27,1,Independence Day,Cold,33,1.4891996172105557
East,2011-08-01,0,None,Storm,15,1.4774649475116195
East,2011-08-29,1,Labor Day,Storm,12,1.3005096142994683
East,2011-09-26,0,None,Sunny,36,0.6621975014445373
East,2011-10-31,1,None,Sunny,11,1.1235986299012968
East,2011-11-28,0,None,Rainy,26,1.1511022619327083
East,1900-01-01,0,None,Cold,9,0.9880988483693861
East,2011-05-02,1,Independence Day,Storm,22,1.14550962504102
East,2011-01-03,0,None,Cold,15,1.467851287907542
East,2011-10-03,0,None,Sunny,25,0.9135727745871278
East,2011-04-04,0,None,Hot,36,0.6558032828093381
East,2011-07-04,0,None,Cold,32,1.0003709530079348
East,2011-09-05,0,None,Cold,20,0.9890514326417793
East,2011-12-05,0,None,Sunny,14,0.5815049533314459
East,2011-06-06,1,None,Rainy,32,0.9004136171157688
East,2011-02-07,0,None,Hot,35,0.6247601942809019
East,2011-11-07,0,None,Storm,31,1.4675074568289936
East,2011-03-07,0,None,Sunny,39,1.0443502028123537
East,2011-08-08,0,None,Hot,6,0.9680234409635955
East,2011-05-09,1,None,Sunny,25,1.3475300886689596
East,2011-01-10,0,None,Hot,35,0.9262723280206441
East,2011-10-10,0,None,Rainy,36,0.6506511880247383
East,2011-04-11,0,None,Cold,12,0.5137056162915531
East,2011-07-11,0,None,Storm,22,1.002295524578399
East,2011-09-12,1,Independence Day,Rainy,22,0.8195265371181272
East,2011-12-12,0,None,Hot,25,1.259532805741288
East,2012-01-30,0,None,Cold,27,1.015505450138781
East,2012-02-27,1,Independence Day,Sunny,14,1.2803664253938734
East,2012-03-26,0,None,Cold,36,1.4307534196297884
East,2012-04-30,0,None,Hot,34,0.5046341602428954
East,2012-05-28,1,Independence Day,Sunny,15,1.0720621903020118
East,2012-06-25,0,None,Rainy,38,1.2092409890597877
East,2012-07-30,0,None,Hot,25,1.1962638215469874
East,2012-08-27,1,Christmas,Rainy,20,1.492959894099361
East,2012-10-01,1,Christmas,Storm,20,1.4498023527198691
East,2012-10-29,0,None,Sunny,3,1.0173629817734695
East,2012-11-26,0,None,Hot,5,0.547612813399134
East,2012-01-02,0,None,Storm,15,0.7964872791973585
East,2012-04-02,0,None,Rainy,12,1.3635592186813175
East,2012-07-02,0,None,Storm,32,1.2629676856713108
East,2012-09-03,0,None,Hot,30,0.7087099212823064
East,2012-12-03,0,None,Storm,8,0.5181977667049502
East,2012-06-04,0,None,Hot,13,0.554409740477239
East,2012-03-05,0,None,Cold,15,0.6517758062586103
East,2012-11-05,0,None,Storm,28,1.386412324704497
East,2012-02-06,0,None,Cold,31,1.0682434952920572
East,2012-08-06,0,None,Rainy,33,0.8536754924639796
East,2012-05-07,0,None,Hot,16,1.163103131677668
East,2012-10-08,0,None,Storm,39,0.5447457153015974
East,2012-01-09,0,None,Sunny,28,1.2953323637784768
East,2012-04-09,0,None,Sunny,37,0.8008469810475092
East,2012-07-09,1,Christmas,Sunny,24,0.7695150745873908
East,2012-09-10,1,Labor Day,Hot,28,0.7456995169526597
East,2012-12-10,0,None,Rainy,29,0.9317278410317539
East,2012-06-11,0,None,Storm,20,1.1435077076346638
East,2012-03-12,1,Labor Day,Storm,29,1.442925738560886
East,2012-11-12,1,Christmas,Cold,39,0.9147528752172888
East,2012-12-31,0,None,Cold,33,0.9447448995168325
East,2013-01-28,1,Christmas,Cold,24,1.29446286717476
East,2013-02-25,0,None,Storm,21,0.6527956945870043
East,2013-04-01,0,None,Hot,32,1.2853677160487296
East,2013-04-29,0,None,Sunny,20,1.1141016163614632
East,2013-05-27,0,None,Hot,13,0.9197886441782324
East,2013-07-01,1,Independence Day,Hot,4,1.1160612887581927
East,2013-07-29,0,None,Hot,8,1.2693373294958277
East,2013-08-26,1,None,Cold,39,1.4984026510475768
East,2013-09-30,0,None,Hot,26,0.6481168144895739
East,2013-10-28,0,None,Cold,33,0.7924459137635956
East,2013-11-25,0,None,Rainy,36,0.5885324239371243
East,2013-09-02,0,None,Rainy,26,0.7249364289236853
East,2013-12-02,1,Labor Day,Hot,10,0.728870355084129
East,2013-06-03,0,None,Rainy,26,1.3968797888886144
East,2013-02-04,0,None,Rainy,22,1.151929877622434
East,2013-03-04,0,None,Storm,37,1.2718442692595269
East,2013-11-04,0,None,Storm,23,0.7110014459676929
East,2013-08-05,1,None,Rainy,29,0.790249439614556
East,2013-05-06,0,None,Rainy,29,0.793018558539733
East,2013-01-07,0,None,Sunny,8,0.619344947218546
East,2013-10-07,0,None,Cold,6,1.076098847510385
East,2013-04-08,0,None,Hot,32,1.0484683924450966
East,2013-07-08,0,None,Hot,31,1.1013154642204583
East,2013-09-09,0,None,Hot,29,1.2322369562753352
East,2013-12-09,0,None,Cold,8,1.478192108921776
East,2013-06-10,1,Christmas,Sunny,12,1.3795222924730128
East,2013-02-11,0,None,Storm,13,1.4597847934233381
East,2013-11-11,1,None,Cold,5,0.87989526031138
East,2013-03-11,0,None,Sunny,23,0.843786621127048
East,2013-08-12,0,None,Sunny,17,1.2023943476123613
East,2013-12-30,0,None,Hot,0,0.908971670525254
East,2014-01-27,1,Christmas,Storm,21,1.1359757952598417
East,2014-02-24,0,None,Sunny,4,0.5502370879452559
East,2014-03-31,0,None,Sunny,31,1.261569097977085
East,2014-04-28,0,None,Cold,28,1.108895260781507
East,2014-05-26,0,None,Cold,4,0.6918302584945685
East,2014-06-30,0,None,Storm,15,1.0359938759340004
East,2014-07-28,0,None,Rainy,0,1.4129046216873926
East,2014-09-01,0,None,Hot,29,0.528731821080579
East,2014-09-29,0,None,Hot,26,1.0693853283173478
East,2014-10-27,1,None,Hot,16,1.3929531927614989
East,2014-12-01,0,None,Storm,27,1.486767985730464
East,2014-06-02,0,None,Sunny,23,0.9224045351001429
East,2014-02-03,0,None,Sunny,8,0.940635237808007
East,2014-03-03,0,None,Sunny,11,0.5771437729487129
East,2014-11-03,0,None,Hot,37,1.0275136122462336
East,2014-08-04,0,None,Cold,34,0.7737787695221054
East,2014-05-05,0,None,Cold,3,0.8947107194584092
